,idx,charger_type,daily_usage_2,peak_usage_2,daily_usage_3,peak_usage_3,type_2_rating,type_3_rating,type_2_nos,type_3_nos,energy_usage,uptime
701,701,Tata Power,13.3,24.0,6.3,47.25,15,450,1,3,32.2,30
702,702,Tata Power,4.0,24.0,21.0,48.0,8,300,4,2,58.0,180
703,703,Tata Power,8.5,97.75,6.7,8.04,10,400,5,1,49.2,55
704,704,Tata Power,41.4,48.0,5.6,5.6,20,300,2,1,88.4,0
705,705,Tata Power,111.6,144.0,36.6,72.0,15,450,6,3,779.4,115
706,706,Tata Power,16.2,22.68,31.8,48.0,8,450,1,2,79.8,190
707,707,Tata Power,93.6,144.0,35.0,48.0,8,250,6,2,631.6,35
708,708,Tata Power,38.5,120.0,29.1,72.0,4,200,5,3,279.8,75
709,709,Tata Power,44.0,48.0,1.0,1.8,22,200,2,1,89.0,120
710,710,Tata Power,36.3,72.0,16.8,48.0,20,450,3,2,142.5,30
711,711,Tata Power,64.0,96.0,16.4,48.0,20,400,4,2,288.8,55
712,712,Tata Power,79.5,120.0,30.8,48.0,22,450,5,2,459.1,10
713,713,Tata Power,11.7,21.06,55.2,72.0,15,300,1,3,177.3,180
714,714,Tata Power,16.2,48.0,59.4,72.0,22,400,2,3,210.6,70
715,715,Tata Power,104.0,120.0,10.8,42.12,8,300,5,3,552.4,105
716,716,Tata Power,39.6,96.0,19.0,24.0,4,450,4,1,177.4,120
717,717,Tata Power,18.6,72.0,23.6,48.0,4,350,3,2,103.0,130
718,718,Tata Power,74.0,120.0,67.5,72.0,20,350,5,3,572.5,60
719,719,Tata Power,10.0,65.0,12.5,24.0,20,450,5,1,62.5,160
720,720,Tata Power,6.6,31.68,17.1,72.0,8,250,3,3,71.1,150
721,721,Tata Power,93.6,144.0,39.6,72.0,15,200,6,3,680.4,65
722,722,Tata Power,34.8,48.0,20.1,20.1,20,250,2,1,89.7,110
723,723,Tata Power,67.2,144.0,27.2,48.0,15,450,6,2,457.6,165
724,724,Tata Power,111.5,120.0,13.2,43.56,8,300,5,3,597.1,130
725,725,Tata Power,5.5,6.05,24.0,48.0,10,450,1,2,53.5,55
726,726,Tata Power,9.2,44.16,13.4,48.0,10,250,4,2,63.6,65
727,727,Tata Power,16.2,48.0,22.2,72.0,15,400,2,3,99.0,30
728,728,Tata Power,114.6,144.0,46.0,48.0,22,250,6,2,779.6,140
729,729,Tata Power,22.2,133.2,20.9,24.0,20,300,6,1,154.1,35
730,730,Tata Power,21.6,48.0,27.3,72.0,15,400,2,3,125.1,160
731,731,Tata Power,27.2,48.0,60.0,72.0,20,200,2,3,234.4,10
732,732,Tata Power,94.8,96.0,13.8,24.0,15,400,4,1,393.0,180
733,733,Tata Power,22.8,144.0,5.2,17.68,15,250,6,2,147.2,85
734,734,Tata Power,36.9,72.0,24.2,48.0,22,450,3,2,159.1,15
735,735,Tata Power,27.0,72.0,3.3,4.29,15,450,3,1,84.3,20
736,736,Tata Power,47.5,120.0,17.4,72.0,22,400,5,3,289.7,100
737,737,Tata Power,5.5,30.25,7.8,10.14,22,450,5,1,35.3,140
738,738,Tata Power,39.0,72.0,37.5,72.0,4,200,3,3,229.5,55
739,739,Tata Power,6.8,17.0,30.4,48.0,20,400,1,2,67.6,145
740,740,Tata Power,26.4,96.0,4.1,9.43,22,350,4,1,109.7,135
741,741,Tata Power,106.5,120.0,68.7,72.0,8,400,5,3,738.6,130
742,742,Tata Power,60.6,144.0,33.0,48.0,10,250,6,2,429.6,175
743,743,Tata Power,56.7,72.0,2.4,6.24,4,450,3,2,174.9,35
744,744,Tata Power,45.0,120.0,4.5,32.400000000000006,22,400,5,3,238.5,110
745,745,Tata Power,141.6,144.0,21.8,24.0,8,400,6,1,871.4,120
746,746,Tata Power,61.8,72.0,69.0,72.0,4,250,3,3,392.4,30
747,747,Tata Power,29.7,72.0,11.6,11.6,22,350,3,1,100.7,35
748,748,Tata Power,66.6,72.0,11.2,38.08,10,250,3,2,222.2,45
749,749,Tata Power,10.8,32.4,30.8,48.0,10,450,2,2,83.2,155
750,750,Tata Power,55.8,72.0,45.2,48.0,8,300,3,2,257.8,150
751,751,Tata Power,34.0,120.0,62.4,72.0,10,400,5,3,357.2,40
752,752,Tata Power,42.0,72.0,51.9,72.0,15,350,3,3,281.7,185
753,753,Tata Power,30.8,96.0,22.3,24.0,8,200,4,1,145.5,5
754,754,Tata Power,1.8,3.06,19.8,72.0,15,450,1,3,61.2,95
755,755,Tata Power,16.0,120.0,13.4,24.0,4,250,5,1,93.4,65
756,756,Tata Power,28.4,48.0,8.1,12.15,15,300,2,1,64.9,90
757,757,Tata Power,9.9,17.82,7.0,12.6,4,300,1,1,16.9,160
758,758,Tata Power,11.2,67.2,2.6,3.12,22,250,4,1,47.4,115
759,759,Tata Power,16.4,21.32,2.4,7.68,15,400,1,2,21.2,195
760,760,Tata Power,31.6,96.0,70.8,72.0,4,450,4,3,338.8,0
761,761,Tata Power,62.4,96.0,2.8,8.96,10,400,4,2,255.2,185
762,762,Tata Power,46.0,48.0,36.9,72.0,15,450,2,3,202.7,65
763,763,Tata Power,45.6,48.0,5.3,11.13,20,200,2,1,96.5,155
764,764,Tata Power,66.6,72.0,10.5,24.0,10,200,3,1,210.3,125
765,765,Tata Power,23.6,96.0,9.3,13.95,20,450,4,1,103.7,135
766,766,Tata Power,51.6,72.0,3.0,10.8,4,300,3,3,163.8,50
767,767,Tata Power,29.6,96.0,16.0,48.0,8,300,4,2,150.4,90
768,768,Tata Power,24.4,48.0,11.0,20.9,10,400,2,1,59.8,180
769,769,Tata Power,28.0,48.0,37.2,72.0,15,300,2,3,167.6,70
770,770,Tata Power,50.0,120.0,48.0,72.0,20,400,5,3,394.0,35
771,771,Tata Power,74.8,96.0,37.8,48.0,15,200,4,2,374.8,10
772,772,Tata Power,3.2,6.4,45.9,72.0,10,400,1,3,140.9,100
773,773,Tata Power,8.5,85.0,21.6,24.0,4,250,5,1,64.1,190
774,774,Tata Power,47.6,48.0,2.2,10.56,10,350,2,2,99.6,35
775,775,Tata Power,129.0,144.0,41.6,48.0,22,300,6,2,857.2,20
776,776,Tata Power,70.8,72.0,59.1,72.0,4,300,3,3,389.7,90
777,777,Tata Power,29.4,144.0,21.9,72.0,8,400,6,3,242.1,105
778,778,Tata Power,31.2,144.0,12.6,49.14,20,400,6,3,225.0,95
779,779,Tata Power,93.0,144.0,18.6,37.2,20,450,6,2,595.2,5
780,780,Tata Power,3.4,7.14,15.9,72.0,15,250,1,3,51.1,80
781,781,Tata Power,63.0,144.0,4.5,7.65,10,200,6,1,382.5,175
782,782,Tata Power,28.6,48.0,23.4,24.0,15,250,2,1,80.6,15
783,783,Tata Power,61.5,72.0,21.5,24.0,10,450,3,1,206.0,120
784,784,Tata Power,32.7,72.0,29.6,48.0,4,450,3,2,157.3,120
785,785,Tata Power,70.8,72.0,5.6,19.04,4,350,3,2,223.6,25
786,786,Tata Power,80.5,120.0,20.0,24.0,4,350,5,1,422.5,95
787,787,Tata Power,17.9,24.0,56.4,72.0,10,400,1,3,187.1,180
788,788,Tata Power,23.0,48.0,16.9,24.0,4,400,2,1,62.9,60
789,789,Tata Power,28.8,48.0,16.9,24.0,20,400,2,1,74.5,20
790,790,Tata Power,67.5,72.0,71.1,72.0,20,300,3,3,415.8,150
791,791,Tata Power,117.6,144.0,44.7,72.0,22,300,6,3,839.7,95
792,792,Tata Power,90.8,96.0,21.8,24.0,4,250,4,1,385.0,60
793,793,Tata Power,7.2,45.36,14.2,48.0,10,300,3,2,50.0,185
794,794,Tata Power,33.0,48.0,34.2,72.0,10,200,2,3,168.6,190
795,795,Tata Power,7.2,18.72,53.7,72.0,10,200,2,3,175.5,30
796,796,Tata Power,18.8,48.0,10.0,34.0,22,450,2,2,57.6,185
797,797,Tata Power,77.6,96.0,6.3,13.23,15,300,4,1,316.7,70
798,798,Tata Power,20.5,24.0,17.0,48.0,15,300,1,2,54.5,75
799,799,Tata Power,30.5,120.0,28.8,72.0,20,400,5,3,238.9,185
800,800,Tata Power,18.9,20.79,25.6,48.0,8,350,1,2,70.1,15
801,801,Tata Power,94.8,144.0,34.4,48.0,10,400,6,2,637.6,135
802,802,Tata Power,79.2,96.0,7.6,15.96,8,250,4,1,324.4,155
803,803,Tata Power,35.6,96.0,8.7,31.32,20,450,4,3,168.5,85
804,804,Tata Power,66.5,120.0,20.7,72.0,22,300,5,3,394.6,185
805,805,Tata Power,63.3,72.0,27.0,72.0,20,400,3,3,270.9,140
806,806,Tata Power,18.0,144.0,10.6,14.84,20,450,6,1,118.6,25
807,807,Tata Power,22.5,24.0,30.0,72.0,8,400,1,3,112.5,70
808,808,Tata Power,20.2,24.0,10.9,20.71,4,300,1,1,31.1,95
809,809,Tata Power,14.5,18.85,16.0,48.0,22,250,1,2,46.5,135
810,810,Tata Power,125.4,144.0,44.0,48.0,4,400,6,2,840.4,95
811,811,Tata Power,88.8,144.0,21.3,72.0,20,450,6,3,596.7,90
812,812,Tata Power,7.4,14.8,49.8,72.0,8,350,1,3,156.8,40
813,813,Tata Power,33.6,72.0,40.8,48.0,8,200,3,2,182.4,170
814,814,Tata Power,40.5,72.0,1.7,3.74,22,350,3,1,123.2,195
815,815,Tata Power,21.4,48.0,17.1,24.0,10,250,2,1,59.9,170
816,816,Tata Power,126.0,144.0,4.8,36.0,4,300,6,3,770.4,45
817,817,Tata Power,30.8,96.0,17.8,24.0,20,200,4,1,141.0,145
818,818,Tata Power,12.4,96.0,38.4,48.0,20,300,4,2,126.4,120
819,819,Tata Power,12.2,18.3,5.4,27.54,20,300,1,3,28.4,175
820,820,Tata Power,5.2,11.96,4.8,21.6,20,400,1,3,19.6,115
821,821,Tata Power,33.2,48.0,6.6,14.52,20,350,2,2,79.6,195
822,822,Tata Power,52.8,96.0,49.2,72.0,8,300,4,3,358.8,80
823,823,Tata Power,47.4,48.0,14.7,24.0,20,400,2,1,109.5,30
824,824,Tata Power,72.0,120.0,12.3,66.42,10,300,5,3,396.9,155
825,825,Tata Power,19.4,24.0,22.2,72.0,20,400,1,3,86.0,145
826,826,Tata Power,80.4,96.0,62.1,72.0,20,250,4,3,507.9,20
827,827,Tata Power,16.1,19.32,4.5,31.049999999999997,4,200,1,3,29.6,140
828,828,Tata Power,108.6,144.0,9.0,9.0,15,250,6,1,660.6,25
829,829,Tata Power,9.6,65.28,43.8,48.0,15,200,4,2,126.0,75
830,830,Tata Power,5.8,27.84,31.8,72.0,10,300,2,3,107.0,55
831,831,Tata Power,52.8,96.0,5.3,11.13,15,250,4,1,216.5,150
832,832,Tata Power,99.0,120.0,47.8,48.0,8,200,5,2,590.6,20
833,833,Tata Power,37.8,144.0,21.4,24.0,15,250,6,1,248.2,105
834,834,Tata Power,97.5,120.0,20.8,48.0,4,350,5,2,529.1,0
835,835,Tata Power,23.0,48.0,1.3,2.08,10,200,2,1,47.3,190
836,836,Tata Power,12.7,24.0,19.7,24.0,15,400,1,1,32.4,40
837,837,Tata Power,45.6,48.0,53.4,72.0,22,450,2,3,251.4,175
838,838,Tata Power,25.5,72.0,21.6,72.0,15,450,3,3,141.3,80
839,839,Tata Power,8.4,30.24,11.4,51.300000000000004,8,450,2,3,51.0,95
840,840,Tata Power,30.5,120.0,45.8,48.0,4,250,5,2,244.1,150
841,841,Tata Power,48.0,96.0,10.9,24.0,8,450,4,1,202.9,55
842,842,Tata Power,19.8,47.52,19.1,24.0,10,250,2,1,58.7,50
843,843,Tata Power,21.6,72.0,19.6,48.0,20,450,3,2,104.0,45
844,844,Tata Power,67.6,96.0,22.6,24.0,20,300,4,1,293.0,145
845,845,Tata Power,8.7,57.42,11.0,17.6,10,300,3,1,37.1,190
846,846,Tata Power,54.0,72.0,59.4,72.0,20,250,3,3,340.2,135
847,847,Tata Power,105.5,120.0,11.3,11.3,20,250,5,1,538.8,5
848,848,Tata Power,17.2,96.0,9.7,16.49,22,400,4,1,78.5,125
849,849,Tata Power,76.8,96.0,6.8,12.92,8,350,4,1,314.0,60
850,850,Tata Power,32.0,48.0,25.2,48.0,8,350,2,2,114.4,85
851,851,Tata Power,66.6,144.0,42.6,72.0,15,250,6,3,527.4,5
852,852,Tata Power,129.0,144.0,12.5,24.0,8,200,6,1,786.5,90
853,853,Tata Power,1.7,2.89,12.3,72.0,20,400,1,3,38.6,115
854,854,Tata Power,81.6,96.0,21.6,72.0,22,350,4,3,391.2,195
855,855,Tata Power,112.8,144.0,10.4,47.84,20,250,6,2,697.6,60
856,856,Tata Power,48.6,72.0,2.0,4.0,10,450,3,1,147.8,125
857,857,Tata Power,56.0,96.0,56.7,72.0,8,450,4,3,394.1,170
858,858,Tata Power,81.6,96.0,6.0,45.0,20,250,4,3,344.4,185
859,859,Tata Power,15.5,120.0,30.8,48.0,15,300,5,2,139.1,65
860,860,Tata Power,34.5,120.0,70.2,72.0,20,200,5,3,383.1,0
861,861,Tata Power,127.8,144.0,23.4,48.0,20,200,6,2,813.6,15
862,862,Tata Power,21.3,24.0,9.1,17.29,8,450,1,1,30.4,80
863,863,Tata Power,88.4,96.0,28.2,48.0,15,450,4,2,410.0,65
864,864,Tata Power,66.5,120.0,40.8,72.0,22,300,5,3,454.9,115
865,865,Tata Power,10.5,22.05,24.0,72.0,8,350,1,3,82.5,135
866,866,Tata Power,21.0,144.0,16.0,24.0,22,450,6,1,142.0,60
867,867,Tata Power,9.5,20.9,32.4,72.0,4,450,1,3,106.7,0
868,868,Tata Power,14.0,78.4,10.2,24.0,20,200,4,1,66.2,15
869,869,Tata Power,21.0,120.0,13.3,24.0,4,350,5,1,118.3,55
870,870,Tata Power,5.0,23.0,41.0,48.0,10,350,2,2,92.0,65
871,871,Tata Power,84.0,144.0,20.9,24.0,15,300,6,1,524.9,175
872,872,Tata Power,124.2,144.0,45.6,72.0,20,300,6,3,882.0,80
873,873,Tata Power,23.0,120.0,30.6,48.0,20,350,5,2,176.2,80
874,874,Tata Power,19.4,48.0,27.3,72.0,20,350,2,3,120.7,35
875,875,Tata Power,142.2,144.0,15.3,24.0,22,350,6,1,868.5,90
876,876,Tata Power,19.2,48.0,46.5,72.0,4,200,2,3,177.9,90
877,877,Tata Power,42.6,48.0,9.0,36.0,15,200,2,2,103.2,140
878,878,Tata Power,15.0,120.0,36.4,48.0,20,200,5,2,147.8,30
879,879,Tata Power,13.6,48.0,37.2,72.0,22,350,2,3,138.8,170
880,880,Tata Power,35.0,120.0,44.4,48.0,10,250,5,2,263.8,70
881,881,Tata Power,18.8,96.0,48.3,72.0,8,200,4,3,220.1,120
882,882,Tata Power,48.4,96.0,42.6,72.0,10,200,4,3,321.4,125
883,883,Tata Power,82.4,96.0,7.2,10.08,10,450,4,1,336.8,65
884,884,Tata Power,11.8,23.6,22.2,24.0,10,250,2,1,45.8,20
885,885,Tata Power,12.8,46.08,26.2,48.0,22,300,2,2,78.0,5
886,886,Tata Power,17.2,24.0,8.0,12.8,8,200,1,1,25.2,30
887,887,Tata Power,23.9,24.0,29.8,48.0,4,200,1,2,83.5,90
888,888,Tata Power,13.5,114.75,23.2,48.0,10,200,5,2,113.9,125
889,889,Tata Power,70.0,120.0,31.5,72.0,22,250,5,3,444.5,20
890,890,Tata Power,29.0,120.0,62.7,72.0,4,200,5,3,333.1,70
891,891,Tata Power,10.0,96.0,10.4,47.84,10,200,4,2,60.8,5
892,892,Tata Power,19.3,24.0,7.2,21.6,20,400,1,3,40.9,65
893,893,Tata Power,28.4,48.0,34.4,48.0,15,250,2,2,125.6,15
894,894,Tata Power,117.5,120.0,45.0,48.0,22,250,5,2,677.5,135
895,895,Tata Power,86.4,144.0,24.8,48.0,4,450,6,2,568.0,75
896,896,Tata Power,40.8,48.0,7.9,16.59,20,250,2,1,89.5,70
897,897,Tata Power,30.0,120.0,25.4,48.0,8,200,5,2,200.8,100
898,898,Tata Power,6.9,12.42,71.1,72.0,8,200,1,3,220.2,130
899,899,Tata Power,4.2,9.66,44.6,48.0,8,450,1,2,93.4,75
900,900,Tata Power,37.8,48.0,63.3,72.0,4,200,2,3,265.5,130
901,901,Tata Power,79.8,144.0,12.5,24.0,22,250,6,1,491.3,160
902,902,Tata Power,69.6,72.0,36.6,72.0,8,300,3,3,318.6,75
903,903,Tata Power,41.4,48.0,40.6,48.0,22,400,2,2,164.0,85
904,904,Tata Power,82.8,96.0,12.8,48.0,10,450,4,2,356.8,35
905,905,Tata Power,41.2,48.0,9.9,24.0,15,450,2,1,92.3,110
906,906,Tata Power,30.0,120.0,17.1,23.94,4,400,5,1,167.1,10
907,907,Tata Power,5.0,15.0,36.0,48.0,22,350,2,2,82.0,50
908,908,Tata Power,39.4,48.0,19.2,48.0,20,200,2,2,117.2,10
909,909,Tata Power,86.8,96.0,12.5,24.0,4,250,4,1,359.7,35
910,910,Tata Power,18.7,22.44,25.8,72.0,4,400,1,3,96.1,175
911,911,Tata Power,46.0,96.0,12.4,29.76,8,250,4,2,208.8,40
912,912,Tata Power,31.6,96.0,17.0,24.0,15,450,4,1,143.4,40
913,913,Tata Power,9.6,28.799999999999997,48.3,72.0,8,400,3,3,173.7,135
914,914,Tata Power,35.6,48.0,42.0,48.0,8,350,2,2,155.2,160
915,915,Tata Power,45.0,120.0,29.2,48.0,10,250,5,2,283.4,60
916,916,Tata Power,13.1,17.03,7.2,43.2,22,200,1,3,34.7,190
917,917,Tata Power,139.8,144.0,8.7,60.03,10,200,6,3,864.9,0
918,918,Tata Power,2.7,4.86,15.3,72.0,8,400,1,3,48.6,30
919,919,Tata Power,118.2,144.0,36.2,48.0,22,350,6,2,781.6,70
920,920,Tata Power,108.6,144.0,19.4,24.0,22,450,6,1,671.0,130
921,921,Tata Power,96.6,144.0,24.0,48.0,8,350,6,2,627.6,130
922,922,Tata Power,67.5,72.0,25.0,48.0,10,450,3,2,252.5,145
923,923,Tata Power,21.3,72.0,53.7,72.0,20,250,3,3,225.0,35
924,924,Tata Power,18.6,72.0,17.4,24.0,4,350,3,1,73.2,105
925,925,Tata Power,62.5,120.0,33.4,48.0,15,350,5,2,379.3,30
926,926,Tata Power,74.4,96.0,22.5,24.0,10,250,4,1,320.1,100
927,927,Tata Power,38.4,144.0,22.8,48.0,22,450,6,2,276.0,95
928,928,Tata Power,55.5,120.0,45.3,72.0,20,200,5,3,413.4,55
929,929,Tata Power,117.0,144.0,13.2,29.04,8,400,6,2,728.4,175
930,930,Tata Power,5.6,11.2,17.7,63.72,4,300,2,3,64.3,20
931,931,Tata Power,127.8,144.0,41.1,72.0,10,350,6,3,890.1,175
932,932,Tata Power,47.2,48.0,29.4,72.0,4,400,2,3,182.6,25
933,933,Tata Power,6.0,75.6,16.3,17.93,22,450,6,1,52.3,165
934,934,Tata Power,53.7,72.0,19.2,24.0,10,450,3,1,180.3,140
935,935,Tata Power,37.2,48.0,18.9,72.0,10,250,2,3,131.1,180
936,936,Tata Power,10.8,32.400000000000006,18.3,72.0,15,450,3,3,87.3,185
937,937,Tata Power,46.8,48.0,43.2,72.0,8,350,2,3,223.2,80
938,938,Tata Power,4.6,11.04,71.1,72.0,10,350,2,3,222.5,15
939,939,Tata Power,16.4,24.0,38.1,72.0,15,250,1,3,130.7,180
940,940,Tata Power,12.0,100.80000000000001,60.3,72.0,10,200,6,3,252.9,175
941,941,Tata Power,47.0,48.0,13.2,72.0,20,350,2,3,133.6,10
942,942,Tata Power,46.4,48.0,32.4,72.0,10,450,2,3,190.0,195
943,943,Tata Power,99.5,120.0,10.6,18.02,15,300,5,1,508.1,95
944,944,Tata Power,40.6,48.0,69.9,72.0,22,200,2,3,290.9,165
945,945,Tata Power,38.0,96.0,23.4,24.0,10,450,4,1,175.4,120
946,946,Tata Power,7.6,63.84,34.2,72.0,20,300,4,3,133.0,40
947,947,Tata Power,64.2,144.0,34.4,48.0,22,400,6,2,454.0,55
948,948,Tata Power,90.0,144.0,32.4,48.0,4,200,6,2,604.8,90
949,949,Tata Power,65.7,72.0,20.1,24.0,10,450,3,1,217.2,90
950,950,Tata Power,66.6,144.0,23.7,24.0,15,300,6,1,423.3,0
951,951,Tata Power,104.4,144.0,27.6,72.0,10,400,6,3,709.2,95
952,952,Tata Power,124.2,144.0,3.0,7.5,10,250,6,1,748.2,70
953,953,Tata Power,36.4,96.0,11.1,46.62,22,250,4,3,178.9,135
954,954,Tata Power,27.6,48.0,47.7,72.0,15,200,2,3,198.3,165
955,955,Tata Power,35.6,96.0,15.1,24.0,4,250,4,1,157.5,60
956,956,Tata Power,20.8,24.0,14.1,63.449999999999996,10,450,1,3,63.1,125
957,957,Tata Power,22.4,96.0,38.8,48.0,10,300,4,2,167.2,50
958,958,Tata Power,23.6,96.0,66.6,72.0,10,200,4,3,294.2,30
959,959,Tata Power,24.9,72.0,13.5,52.650000000000006,20,350,3,3,115.2,125
960,960,Tata Power,86.4,144.0,1.3,2.99,8,200,6,1,519.7,180
961,961,Tata Power,43.5,72.0,32.6,48.0,20,450,3,2,195.7,10
962,962,Tata Power,25.0,48.0,54.9,72.0,20,350,2,3,214.7,50
963,963,Tata Power,5.1,38.25,15.3,45.900000000000006,10,250,3,3,61.2,150
964,964,Tata Power,5.4,35.64,36.2,48.0,10,450,3,2,88.6,90
965,965,Tata Power,20.4,122.39999999999999,14.7,20.58,22,450,6,1,137.1,95
966,966,Tata Power,31.8,48.0,7.6,30.4,8,200,2,2,78.8,115
967,967,Tata Power,48.8,96.0,3.0,12.6,4,400,4,2,201.2,160
968,968,Tata Power,18.6,48.0,11.2,48.0,10,200,2,2,59.6,135
969,969,Tata Power,111.0,120.0,3.0,5.7,15,400,5,1,558.0,40
970,970,Tata Power,68.0,120.0,47.4,48.0,4,350,5,2,434.8,20
971,971,Tata Power,25.0,48.0,35.2,48.0,15,350,2,2,120.4,10
972,972,Tata Power,111.5,120.0,52.5,72.0,22,250,5,3,715.0,185
973,973,Tata Power,8.8,63.36,8.1,31.589999999999996,20,450,4,3,59.5,90
974,974,Tata Power,19.9,24.0,59.1,72.0,20,400,1,3,197.2,90
975,975,Tata Power,56.0,96.0,14.5,24.0,10,300,4,1,238.5,165
976,976,Tata Power,62.7,72.0,14.7,19.11,8,350,3,1,202.8,15
977,977,Tata Power,87.5,120.0,17.0,24.0,15,350,5,1,454.5,65
978,978,Tata Power,90.0,120.0,20.5,20.5,20,300,5,1,470.5,40
979,979,Tata Power,12.0,120.0,31.8,48.0,8,450,5,2,123.6,95
980,980,Tata Power,12.8,21.76,20.8,48.0,20,250,1,2,54.4,110
981,981,Tata Power,12.2,48.0,6.0,11.4,8,450,2,1,30.4,125
982,982,Tata Power,20.5,120.0,8.4,47.88,4,450,5,3,127.7,160
983,983,Tata Power,117.5,120.0,47.7,72.0,4,450,5,3,730.6,70
984,984,Tata Power,81.6,96.0,4.0,12.8,4,300,4,2,334.4,100
985,985,Tata Power,3.3,21.78,17.5,24.0,4,250,3,1,27.4,170
986,986,Tata Power,131.4,144.0,18.0,48.0,15,250,6,2,824.4,70
987,987,Tata Power,75.5,120.0,49.2,72.0,8,250,5,3,525.1,115
988,988,Tata Power,76.4,96.0,48.6,72.0,22,300,4,3,451.4,125
989,989,Tata Power,104.4,144.0,22.6,24.0,10,450,6,1,649.0,175
990,990,Tata Power,82.8,96.0,8.3,15.77,8,400,4,1,339.5,85
991,991,Tata Power,62.4,96.0,6.8,12.92,10,350,4,1,256.4,145
992,992,Tata Power,13.4,48.0,22.2,24.0,8,300,2,1,49.0,195
993,993,Tata Power,15.4,23.1,13.2,34.32,10,300,1,2,41.8,105
994,994,Tata Power,55.2,144.0,10.2,42.839999999999996,4,350,6,3,361.8,175
995,995,Tata Power,20.4,24.0,8.8,28.16,20,350,1,2,38.0,190
996,996,Tata Power,30.4,96.0,21.3,24.0,20,300,4,1,142.9,130
997,997,Tata Power,22.5,120.0,41.6,48.0,15,350,5,2,195.7,165
998,998,Tata Power,16.2,72.0,46.5,72.0,10,450,3,3,188.1,185
999,999,Tata Power,75.0,144.0,14.1,59.22,22,250,6,3,492.3,100
1000,1000,Tata Power,43.6,48.0,3.6,9.0,15,200,2,1,90.8,40
1001,1001,Tata Power,71.2,96.0,20.4,48.0,15,400,4,2,325.6,195
1002,1002,Tata Power,1.6,4.0,1.4,2.94,10,400,1,1,3.0,80
1003,1003,Tata Power,25.5,72.0,27.6,72.0,15,250,3,3,159.3,145
1004,1004,Tata Power,126.0,144.0,32.0,48.0,15,350,6,2,820.0,85
1005,1005,Tata Power,18.1,24.0,37.2,72.0,4,200,1,3,129.7,155
1006,1006,Tata Power,46.4,96.0,38.4,48.0,4,200,4,2,262.4,190
1007,1007,Tata Power,11.2,31.36,11.4,41.04,4,200,2,2,45.2,100
1008,1008,Tata Power,35.0,48.0,62.7,72.0,10,300,2,3,258.1,180
1009,1009,Tata Power,87.0,144.0,18.7,24.0,4,250,6,1,540.7,105
1010,1010,Tata Power,24.0,96.0,15.8,24.0,4,400,4,1,111.8,85
1011,1011,Tata Power,90.5,120.0,61.2,72.0,22,350,5,3,636.1,45
1012,1012,Tata Power,41.5,120.0,22.3,24.0,4,450,5,1,229.8,105
1013,1013,Tata Power,61.2,96.0,8.8,36.96,22,450,4,2,262.4,90
1014,1014,Tata Power,11.0,15.4,40.4,48.0,20,400,1,2,91.8,105
1015,1015,Tata Power,23.2,48.0,10.8,72.0,20,400,2,3,78.8,10
1016,1016,Tata Power,51.2,96.0,12.5,24.0,10,250,4,1,217.3,185
1017,1017,Tata Power,52.2,72.0,8.5,17.85,4,350,3,1,165.1,70
1018,1018,Tata Power,24.6,48.0,16.8,72.0,15,200,2,3,99.6,195
1019,1019,Tata Power,29.6,48.0,68.4,72.0,22,200,2,3,264.4,145
1020,1020,Tata Power,22.5,24.0,6.4,21.76,8,450,1,2,35.3,150
1021,1021,Tata Power,105.0,144.0,22.5,24.0,20,450,6,1,652.5,115
1022,1022,Tata Power,64.5,72.0,45.0,72.0,8,200,3,3,328.5,45
1023,1023,Tata Power,37.4,48.0,10.0,36.0,4,200,2,2,94.8,145
1024,1024,Tata Power,23.2,24.0,23.1,72.0,10,400,1,3,92.5,90
1025,1025,Tata Power,21.2,48.0,5.0,8.5,22,400,2,1,47.4,140
1026,1026,Tata Power,43.2,72.0,5.3,13.25,22,250,3,1,134.9,135
1027,1027,Tata Power,53.6,96.0,43.8,48.0,4,350,4,2,302.0,30
1028,1028,Tata Power,36.8,48.0,15.5,24.0,4,450,2,1,89.1,165
1029,1029,Tata Power,59.1,72.0,15.2,48.0,4,250,3,2,207.7,125
1030,1030,Tata Power,76.5,120.0,14.2,48.0,22,450,5,2,410.9,95
1031,1031,Tata Power,31.8,48.0,70.5,72.0,10,250,2,3,275.1,10
1032,1032,Tata Power,15.0,97.5,21.2,24.0,10,350,5,1,96.2,115
1033,1033,Tata Power,31.6,48.0,54.0,72.0,4,450,2,3,225.2,15
1034,1034,Tata Power,37.2,144.0,39.6,48.0,22,250,6,2,302.4,5
1035,1035,Tata Power,20.7,24.0,2.2,8.8,22,450,1,2,25.1,195
1036,1036,Tata Power,90.0,144.0,14.1,24.0,15,300,6,1,554.1,0
1037,1037,Tata Power,35.0,120.0,29.4,48.0,4,450,5,2,233.8,10
1038,1038,Tata Power,15.5,24.0,40.8,48.0,10,350,1,2,97.1,90
1039,1039,Tata Power,11.0,110.0,63.0,72.0,15,300,5,3,244.0,30
1040,1040,Tata Power,21.2,96.0,21.5,24.0,8,400,4,1,106.3,105
1041,1041,Tata Power,87.2,96.0,12.1,15.73,20,450,4,1,360.9,135
1042,1042,Tata Power,29.8,48.0,10.6,14.84,4,300,2,1,70.2,25
1043,1043,Tata Power,59.4,72.0,10.3,14.42,10,300,3,1,188.5,140
1044,1044,Tata Power,21.0,48.0,23.4,72.0,22,300,2,3,112.2,10
